Datetime,Temperature_15m,Salinity_15m,Temperature_40m,Salinity_40m,Temperature_75m,Salinity_75m,Temperature_150m,Salinity_150m
2019-08-07 18:30:01+00:00,11.111845454545454,30.931040909090914,9.071045454545454,31.871236363636356,7.245072727272725,32.72810909090909,6.606910000000001,33.30102000000001
2019-08-08 00:00:01+00:00,10.749475903614456,31.07837710843373,9.125647916666667,31.82938333333333,7.237351041666667,32.692085416666664,6.618495121951219,33.29108292682926
2019-08-09 00:00:01+00:00,12.148061627906975,31.216098837209298,9.116975000000002,31.925731250000002,7.383695833333333,32.58401875,6.620429268292684,33.2890243902439
2019-08-10 00:00:01+00:00,10.855677272727274,31.010462500000003,9.025629166666667,31.951733333333333,7.434175000000001,32.56263958333333,6.603840476190477,33.30403095238095
2019-08-11 00:00:01+00:00,10.764927586206896,31.018586206896547,9.092397916666668,31.974970833333334,7.535523958333333,32.548734375,6.595802439024391,33.311675609756094
2019-08-12 00:00:01+00:00,11.272028235294117,31.197487058823533,9.237325,32.002935416666666,7.619170833333333,32.51091354166667,6.590825000000001,33.316044444444444
2019-08-13 00:00:01+00:00,11.277440860215055,31.20451182795699,9.526312500000001,32.09349791666667,7.759967708333334,32.477561458333334,6.585911764705882,33.3203705882353
2019-08-14 00:00:01+00:00,11.370082222222223,31.213180000000005,9.435083333333333,32.03291458333333,7.870460416666667,32.49732916666667,6.585657575757576,33.32251212121212
2019-08-15 00:00:01+00:00,11.402099999999999,31.213762921348312,9.70765,32.14935625,7.841195833333333,32.518233333333335,6.580459375,33.32715625
2019-08-16 00:00:01+00:00,10.932770786516853,31.229410112359545,9.6077875,32.12127708333333,7.647691666666667,32.58705104166666,6.572493939393938,33.33478484848485
2019-08-17 00:00:01+00:00,10.667897802197803,31.251296703296703,9.457310416666667,32.10627708333333,7.351135416666665,32.69476875,6.577014705882354,33.3321
2019-08-18 00:00:01+00:00,10.754834375000002,31.060673958333336,9.220675,32.01743333333334,7.231664583333334,32.76055625,6.585705882352942,33.32554411764706
2019-08-19 00:00:01+00:00,10.946501041666666,31.160534375,9.123947916666667,31.957554166666664,7.264507291666667,32.74336770833333,6.58925,33.32377647058824
2019-08-20 00:00:01+00:00,11.700852083333332,30.742234375,9.468547916666667,31.902704166666666,7.671473958333334,32.63200833333334,6.59658888888889,33.317033333333335
2019-08-21 00:00:01+00:00,12.18005625,30.189760416666672,10.087674999999999,31.869433333333333,8.388919791666668,32.49746354166667,6.6260756756756765,33.29066216216216
2019-08-22 00:00:01+00:00,11.811550000000002,30.52238645833333,10.055304166666668,31.867987499999998,8.386260416666666,32.51565208333333,6.609102380952382,33.30987619047619
2019-08-23 00:00:01+00:00,11.595648958333333,30.679913541666668,10.755268749999999,31.76145,8.558547916666667,32.477421875,6.549226190476192,33.36192857142857
2019-08-24 00:00:01+00:00,11.820608333333334,30.786924999999997,11.362958333333333,31.523535416666665,9.056538541666667,32.444667708333334,6.59850487804878,33.321656097560975
2019-08-25 00:00:01+00:00,11.803431250000001,30.78356666666667,11.043185416666667,31.64871041666667,9.1306625,32.36653125,6.560028571428572,33.35292857142857
2019-08-26 00:00:01+00:00,11.904515625,30.88885833333333,10.896897916666665,31.69677916666667,9.205070833333332,32.338630208333335,6.5439902439024396,33.36843902439024
2019-08-27 00:00:01+00:00,12.339741666666669,31.100167708333334,12.053983333333335,31.691558333333333,9.217065625,32.31499791666667,6.560355555555556,33.352241666666664
2019-08-28 00:00:01+00:00,12.077454545454545,31.12082272727273,11.824897916666666,31.69684375,8.851125,32.44635416666667,6.5871272727272725,33.3303
2019-08-29 00:00:01+00:00,12.091190000000001,31.098157500000003,11.9515375,31.815366666666666,8.312586458333334,32.47830729166666,6.5697906249999996,33.347675
2019-08-30 00:00:01+00:00,11.934659459459459,30.76901081081081,10.831997727272725,31.77527727272727,8.147563541666669,32.459096875,6.587133333333335,33.33226666666667
2019-08-31 00:00:01+00:00,11.872756944444445,30.74583333333333,10.619381395348839,31.770883720930225,7.855616666666667,32.36660833333334,6.621315624999999,33.3022125
2019-09-01 00:00:01+00:00,12.101809459459462,30.83237027027027,11.344735714285715,31.800147619047625,8.215986458333333,32.32966458333333,6.62746875,33.298375
2019-09-02 00:00:01+00:00,11.754393333333335,30.82788266666667,11.323393181818181,31.73265227272727,8.169327083333334,32.412304166666665,6.615093548387096,33.31201290322581
2019-09-03 00:00:01+00:00,12.138425,31.154998750000004,11.533629787234043,31.781634042553193,8.194588541666667,32.449669791666665,6.624984375,33.310415625
2019-09-04 00:00:01+00:00,12.054150561797751,31.093832584269666,11.452870833333334,31.833433333333335,8.064203125,32.454454166666665,6.634281818181819,33.307599999999994
2019-09-05 00:00:01+00:00,12.142179310344828,31.213198850574713,11.119335416666667,31.819329166666666,8.299751041666665,32.49545833333334,6.643711111111111,33.30314166666666
2019-09-06 00:00:01+00:00,11.89034270833333,31.15956458333333,10.593981249999999,31.905470833333336,8.308272916666667,32.6129875,6.640694999999999,33.3078075
2019-09-07 00:00:01+00:00,11.905244791666666,31.218386458333338,10.224379166666667,31.95209791666667,7.9665822916666675,32.721762500000004,6.635143902439025,33.309741463414625
2019-09-08 00:00:01+00:00,11.975966666666666,31.192521875,10.324587500000002,32.017864583333335,7.7987625,32.76196041666667,6.647157142857144,33.30028095238095
2019-09-09 00:00:01+00:00,11.770616666666667,31.18489375,10.265752083333334,32.021314583333336,7.620180208333333,32.79626875,6.642464102564103,33.306030769230766
