Datetime,Temperature_40m,Salinity_40m,Temperature_100m,Salinity_100m,Temperature_150m,Salinity_150m,Temperature_200m,Salinity_200m,Temperature_280m,Salinity_280m
2016-07-10 22:00:00+00:00,9.117550000000001,32.16525,7.0893,33.571975,6.750425,33.825849999999996,5.9567499999999995,33.873975,5.319825,33.948975000000004
2016-07-11 00:00:00+00:00,9.300960416666667,32.14457916666667,7.213960416666666,33.444362500000004,6.64691875,33.83181041666666,5.920835416666667,33.8823875,5.402233333333334,33.939433333333334
2016-07-12 00:00:00+00:00,9.395952083333334,32.17468541666667,7.221299999999999,33.35265833333333,6.59411875,33.83383958333333,5.866529166666666,33.89755833333333,5.50640625,33.929495833333334
2016-07-13 00:00:00+00:00,9.5239375,32.140279166666666,7.2498812500000005,33.47168958333334,6.62013125,33.83148333333333,5.902874999999999,33.89697708333333,5.526102083333334,33.928952083333336
2016-07-14 00:00:00+00:00,9.48045625,32.117210416666666,7.2213562499999995,33.52953125,6.639108333333333,33.84787083333333,6.004216666666667,33.886266666666664,5.504797916666665,33.926714583333336
2016-07-15 00:00:00+00:00,9.37515625,32.111097916666665,6.974068750000001,33.53179375,6.595887500000001,33.844085416666665,6.06276875,33.88476875,5.40984375,33.938695833333334
2016-07-16 00:00:00+00:00,9.398754166666667,32.13698541666667,6.795135416666667,33.53395833333334,6.406891666666667,33.84399166666667,5.949166666666667,33.890506249999994,5.386522916666666,33.94119791666667
2016-07-17 00:00:00+00:00,9.400391666666668,32.18794166666667,6.900075,33.50290625,6.173302083333334,33.83387291666667,5.774356249999999,33.89307708333333,5.32865625,33.94649583333333
2016-07-18 00:00:00+00:00,9.763810416666667,32.24776875,7.08466875,33.48019791666667,6.1886020833333335,33.83116875,5.80028125,33.89632916666667,5.295045833333333,33.95032916666667
2016-07-19 00:00:00+00:00,9.562129166666667,32.212812500000005,7.081804166666667,33.47152083333333,6.264525,33.800943749999995,5.78420625,33.89316458333334,5.279241666666667,33.95015416666667
2016-07-20 00:00:00+00:00,9.551002083333332,32.17499166666666,6.967804166666667,33.49253124999999,6.268791666666666,33.79141666666667,5.7651625,33.884060416666664,5.31586875,33.94415625
2016-07-21 00:00:00+00:00,9.554891666666666,32.15971041666666,7.061629166666666,33.47513333333333,6.350379166666667,33.78083541666667,5.81039375,33.882308333333334,5.3443125,33.941214583333334
2016-07-22 00:00:00+00:00,9.480447916666668,32.17389791666667,7.2143291666666665,33.48074375,6.394566666666667,33.79415625,5.878389583333333,33.87422291666667,5.371589583333333,33.93865208333333
2016-07-23 00:00:00+00:00,9.426360416666666,32.1633375,7.343558333333334,33.51323541666667,6.42975625,33.813920833333334,5.961677083333332,33.872064583333334,5.402147916666666,33.937241666666665
2016-07-24 00:00:00+00:00,9.344841666666667,32.18524166666666,7.398164583333333,33.51799166666667,6.54293125,33.82479583333333,6.051237499999999,33.8708625,5.465218749999999,33.93418333333333
2016-07-25 00:00:00+00:00,9.284347916666666,32.21774583333333,7.39113125,33.50559583333333,6.720939583333333,33.830968750000004,6.0621624999999995,33.87851666666666,5.510764583333334,33.931804166666666
2016-07-26 00:00:00+00:00,9.258566666666667,32.229893749999995,7.345535416666667,33.51428958333333,6.772329166666666,33.84334166666667,6.124897916666668,33.883941666666665,5.477952083333332,33.935239583333335
2016-07-27 00:00:00+00:00,9.267308333333334,32.249268750000006,7.182785416666666,33.537275,6.783718750000001,33.84500416666666,6.040104166666667,33.889633333333336,5.4535583333333335,33.93668333333333
2016-07-28 00:00:00+00:00,9.29403125,32.28902708333333,7.118420833333334,33.493883333333336,6.717439583333333,33.83671041666667,5.998922916666667,33.8706875,5.461927083333333,33.93203125
2016-07-29 00:00:00+00:00,9.392379166666666,32.27681875,7.06540625,33.55510208333333,6.705414583333333,33.860099999999996,5.95039375,33.88431458333333,5.414337499999999,33.9371875
2016-07-30 00:00:00+00:00,9.532183333333334,32.243214583333334,6.8876479166666655,33.559952083333336,6.496872916666667,33.86786875,5.90335,33.89500833333333,5.335945833333334,33.94988333333333
2016-07-31 00:00:00+00:00,9.422770833333333,32.26114166666667,6.823322916666666,33.55695625,6.412272916666666,33.87483958333333,5.925108333333334,33.89966041666667,5.165485416666667,33.97099375
2016-08-01 00:00:00+00:00,9.34321875,32.30251041666667,6.922970833333333,33.51969583333334,6.29444375,33.8673,5.8731437500000006,33.90375,5.115729166666667,33.977522916666665
2016-08-02 00:00:00+00:00,9.341572916666665,32.29521458333334,6.88950625,33.533770833333335,6.225229166666666,33.84896666666666,5.914447916666667,33.900687500000004,5.159243750000001,33.97349166666666
2016-08-03 00:00:00+00:00,9.374808333333332,32.263554166666665,6.908718750000001,33.51492291666667,6.234177083333333,33.83799375,5.924227083333334,33.899054166666666,5.2084979166666665,33.966914583333335
2016-08-04 00:00:00+00:00,9.443064583333333,32.253283333333336,6.958481250000001,33.49436458333333,6.239495833333333,33.83181666666667,5.951193749999999,33.895997916666666,5.1780083333333335,33.973420833333336
2016-08-05 00:00:00+00:00,9.41714375,32.2743375,6.9676625,33.49255,6.322275,33.84421666666667,5.899389583333334,33.89321041666667,5.2133770833333335,33.969710416666665
2016-08-06 00:00:00+00:00,9.454714583333333,32.26613125,6.89228125,33.532225,6.300120833333334,33.854499999999994,5.839781250000001,33.89882291666667,5.220377083333333,33.96541666666667
2016-08-07 00:00:00+00:00,9.403775,32.30082291666667,6.9382020833333335,33.52781458333333,6.2743875,33.860477083333336,5.843427083333334,33.898404166666666,5.24895625,33.96053125
