Datetime,Temperature_40m,Salinity_40m,Temperature_150m,Salinity_150m,Temperature_225m,Salinity_225m
2020-07-20 18:00:00+00:00,9.645741666666666,32.14609166666667,6.416800000000001,33.85454545454545,5.5651,34.02649615384615
2020-07-21 00:00:00+00:00,9.399975,32.20286666666667,6.55035,33.84873947368421,5.609866666666666,34.01951770833333
2020-07-22 00:00:00+00:00,9.218683333333333,32.344908333333336,6.5296,33.843199999999996,5.543546875,34.0251375
2020-07-23 00:00:00+00:00,9.1256125,32.41171666666667,6.4149,33.85824864864865,5.549783333333334,34.023947916666664
2020-07-24 00:00:00+00:00,8.905687499999999,32.455075,6.211197435897437,33.882461538461534,5.682777083333332,34.01129583333333
2020-07-25 00:00:00+00:00,9.167922916666667,32.339568750000005,6.1798102564102555,33.90023333333334,5.8079125000000005,34.00023958333333
2020-07-26 00:00:00+00:00,9.29685,32.284866666666666,6.318093181818182,33.893204545454545,5.907904166666667,33.99411145833333
2020-07-27 00:00:00+00:00,9.717979166666666,32.30966875,6.295833333333333,33.894985714285724,5.974095833333333,33.987089583333336
2020-07-28 00:00:00+00:00,9.453579166666666,32.42752083333334,6.311757142857142,33.8923261904762,5.945585416666667,33.990009375
2020-07-29 00:00:00+00:00,9.16335625,32.473600000000005,6.298066666666666,33.89183333333334,5.978813541666667,33.98530520833334
2020-07-30 00:00:00+00:00,9.11878125,32.408797916666664,6.316114634146341,33.8825731707317,5.749480208333334,34.009671875
2020-07-31 00:00:00+00:00,9.013116666666667,32.46324791666667,6.284380487804878,33.89081707317073,5.7586104166666665,34.004343750000004
2020-08-01 00:00:00+00:00,8.882631250000001,32.523162500000005,6.255736585365854,33.86705853658536,5.901529166666666,33.97700208333333
2020-08-02 00:00:00+00:00,8.890020833333333,32.499177083333336,6.414857499999999,33.8615725,6.130810416666667,33.945975
2020-08-03 00:00:00+00:00,8.529279166666667,32.546468749999995,6.628995000000001,33.8340775,6.2296177083333335,33.940641666666664
2020-08-04 00:00:00+00:00,8.579960416666667,32.53065208333334,6.647107692307691,33.82515897435898,6.1568281250000005,33.95876875
2020-08-05 00:00:00+00:00,8.80265625,32.49309791666666,6.577594871794872,33.838135897435905,6.158459375,33.959859375
2020-08-06 00:00:00+00:00,8.726604166666666,32.56794375,6.551731707317073,33.8394512195122,6.2117562500000005,33.9532625
2020-08-07 00:00:00+00:00,8.8131375,32.51506666666666,6.614924444444443,33.82308222222222,6.155523958333333,33.958958333333335
2020-08-08 00:00:00+00:00,8.911066666666667,32.46739791666667,6.6128479166666665,33.8177,6.057867708333333,33.96731041666667
2020-08-09 00:00:00+00:00,8.942058333333334,32.45642291666667,6.6160708333333345,33.81136458333333,5.981559375,33.97639375
2020-08-10 00:00:00+00:00,8.93536875,32.43033125,6.637708333333333,33.80452291666667,5.972220833333334,33.97705833333333
2020-08-11 00:00:00+00:00,8.941116666666668,32.406247916666665,6.586427083333334,33.82249375,6.039868749999999,33.969430208333335
2020-08-12 00:00:00+00:00,9.244464583333334,32.38760416666667,6.554520833333332,33.81948958333333,6.025847916666666,33.971221875
2020-08-13 00:00:00+00:00,9.40579375,32.36387916666667,6.5972875,33.81772083333334,5.92280625,33.979000000000006
2020-08-14 00:00:00+00:00,9.239141666666667,32.3912875,6.600535416666666,33.82554375,5.812290625,33.99205520833333
2020-08-15 00:00:00+00:00,9.301222916666667,32.41214791666667,6.656384782608696,33.820830434782614,5.8166802083333335,33.992667708333336
2020-08-16 00:00:00+00:00,9.252514583333333,32.45559166666667,6.536707142857143,33.84293333333333,6.04038125,33.96533645833333
2020-08-17 00:00:00+00:00,9.231710416666667,32.394385416666665,6.608185365853657,33.849582926829264,6.187927083333334,33.95170729166667
2020-08-18 00:00:00+00:00,9.150770833333334,32.3735375,6.6805075,33.8424675,6.197399999999999,33.951334375
2020-08-19 00:00:00+00:00,8.989504166666668,32.385912499999996,6.781902631578948,33.82213947368421,6.136863541666666,33.95892708333333
2020-08-20 00:00:00+00:00,8.506055319148937,32.38669787234043,6.70862,33.83217714285714,6.123289583333334,33.96053020833333
2020-08-21 00:00:00+00:00,8.237029166666666,32.3636625,6.683280555555556,33.81702777777778,6.344297916666666,33.93428333333333
2020-08-22 00:00:00+00:00,8.530460416666665,32.35149166666667,6.7611513513513515,33.779510810810805,6.278836458333333,33.93347708333334
2020-08-23 00:00:00+00:00,8.606552083333334,32.34307916666666,6.833432500000001,33.7397625,6.160795833333334,33.943364583333334
2020-08-24 00:00:00+00:00,8.814583333333333,32.322906249999996,6.8317023255813965,33.766716279069776,6.199891666666666,33.94773229166666
2020-08-25 00:00:00+00:00,9.128439583333332,32.315625000000004,6.806613953488371,33.73500232558139,6.191444791666666,33.949561458333335
2020-08-26 00:00:00+00:00,9.125147916666668,32.3189625,6.824700000000002,33.709423809523805,6.052669791666666,33.964462499999996
2020-08-27 00:00:00+00:00,9.064979166666667,32.323452083333336,6.770641860465118,33.74778139534884,5.850382291666667,33.984565624999995
2020-08-28 00:00:00+00:00,8.960008333333333,32.32722291666666,6.692920454545455,33.79708409090909,5.808604166666666,33.98778645833334
2020-08-29 00:00:00+00:00,9.20705,32.31239166666666,6.622009302325581,33.790818604651164,5.873740625,33.98093229166667
2020-08-30 00:00:00+00:00,9.307791666666667,32.29361875,6.611288372093023,33.81155581395349,5.993521875,33.96635520833333
2020-08-31 00:00:00+00:00,9.790277083333335,32.257691666666666,6.663148837209303,33.82617441860465,6.050009375000001,33.95860416666667
