Datetime,Temperature_40m,Salinity_40m,Temperature_75m,Salinity_75m,Temperature_130m,Salinity_130m
2016-07-06 22:00:00+00:00,9.871649999999999,32.061499999999995,,,6.14175,33.74635
2016-07-07 00:00:00+00:00,9.704313636363635,31.993790909090908,7.672514285714286,33.02818571428572,6.087526086956522,33.798147826086954
2016-07-08 00:00:00+00:00,9.8547,31.902147826086953,7.805885714285715,32.96975714285714,6.009016666666668,33.818725
2016-07-09 00:00:00+00:00,9.890458333333333,31.900104166666665,7.778739999999999,32.9757,6.1231125,33.78494166666667
2016-07-10 00:00:00+00:00,9.723779166666667,31.962408333333332,,,6.2398,33.74086666666667
2016-07-11 00:00:00+00:00,9.782929166666667,31.98597083333333,,,6.325554166666667,33.69772083333333
2016-07-12 00:00:00+00:00,9.932916666666666,31.96253333333333,,,6.385525,33.6790125
2016-07-13 00:00:00+00:00,9.874704166666666,32.017541666666666,,,6.4597625,33.652679166666665
2016-07-14 00:00:00+00:00,9.8162625,32.01185833333333,,,6.473920833333334,33.64776666666666
2016-07-15 00:00:00+00:00,9.475945833333332,32.053804166666666,,,6.444666666666667,33.66308333333333
2016-07-16 00:00:00+00:00,9.360791666666666,32.11382916666667,7.7455,32.9646,6.367216666666667,33.698275
2016-07-17 00:00:00+00:00,9.357275,32.1334,7.752516666666668,32.96386666666667,6.2336125,33.75015833333333
2016-07-18 00:00:00+00:00,9.431891666666667,32.1306875,7.692957142857144,32.99651428571429,6.1432125,33.78264583333333
2016-07-19 00:00:00+00:00,9.511821739130434,32.10232608695652,7.709328571428572,32.9938,6.084370833333334,33.801229166666666
2016-07-20 00:00:00+00:00,9.452977272727274,32.11385,7.7658625,32.957975,6.049873913043478,33.8075652173913
2016-07-21 00:00:00+00:00,9.490691304347825,32.09014347826086,7.632899999999999,33.036587499999996,6.107091304347825,33.7835
2016-07-22 00:00:00+00:00,9.419627272727272,32.12804545454546,7.726814285714285,32.9854,6.1400958333333335,33.767725
2016-07-23 00:00:00+00:00,9.647433333333334,32.06644583333333,7.688357142857143,33.010371428571425,6.253191666666666,33.71644166666667
2016-07-24 00:00:00+00:00,9.8850875,32.03897083333334,7.786633333333334,32.9535,6.337725,33.68479166666666
2016-07-25 00:00:00+00:00,9.738725,32.0715875,7.97346,32.86376,6.494587500000001,33.618991666666666
2016-07-26 00:00:00+00:00,9.577683333333333,32.10515833333333,,,6.420491666666667,33.65731666666667
2016-07-27 00:00:00+00:00,9.5860625,32.10430416666667,,,6.317716666666667,33.71719166666667
2016-07-28 00:00:00+00:00,9.476550000000001,32.1195625,7.57635,33.08,6.220154166666666,33.77654583333334
2016-07-29 00:00:00+00:00,9.287075,32.139762499999996,7.690100000000001,33.02052,6.0942875,33.811258333333335
2016-07-30 00:00:00+00:00,8.995454166666667,32.2316875,7.559371428571429,33.11401428571428,5.995437499999999,33.83776666666667
2016-07-31 00:00:00+00:00,8.995558333333333,32.28785833333333,7.64795,33.061375,5.981916666666667,33.84288333333333
2016-08-01 00:00:00+00:00,9.124960869565216,32.31333043478261,7.3992625,33.171925,5.988356521739131,33.85397826086956
2016-08-02 00:00:00+00:00,9.22495,32.28466363636363,7.346633333333333,33.20504444444444,5.969149999999999,33.87244545454545
2016-08-03 00:00:00+00:00,9.120459090909092,32.34905454545455,7.3746,33.1871125,5.976718181818182,33.870418181818174
2016-08-04 00:00:00+00:00,9.147834782608696,32.3362347826087,7.4578125,33.1306,6.05645652173913,33.822265217391305
2016-08-05 00:00:00+00:00,8.9987,32.38107083333333,7.460814285714286,33.14128571428571,6.104499999999999,33.8234625
2016-08-06 00:00:00+00:00,9.0569625,32.364308333333334,7.6227285714285715,33.051271428571425,6.060395833333334,33.837762500000004
2016-08-07 00:00:00+00:00,9.194829166666667,32.31864166666667,7.44512,33.15098,6.051308333333334,33.83852916666667
2016-08-08 00:00:00+00:00,9.084945833333334,32.3551,,,6.0955625,33.824666666666666
2016-08-09 00:00:00+00:00,9.062920833333333,32.355358333333335,,,6.168724999999999,33.78454583333333
2016-08-10 00:00:00+00:00,9.014441666666666,32.353254166666666,,,6.2244125,33.75906666666667
2016-08-11 00:00:00+00:00,8.809325,32.387387499999996,,,6.2000874999999995,33.7783875
2016-08-12 00:00:00+00:00,8.803720833333333,32.420325,,,6.054629166666667,33.84607916666666
2016-08-13 00:00:00+00:00,8.833679166666666,32.42415,,,6.047166666666667,33.84634583333334
2016-08-14 00:00:00+00:00,8.8831875,32.39228333333333,7.63915,33.01905,6.044666666666667,33.842079166666664
2016-08-15 00:00:00+00:00,8.918191666666667,32.375458333333334,7.615400000000001,33.015166666666666,5.998375,33.85644583333333
2016-08-16 00:00:00+00:00,8.900641666666667,32.404833333333336,7.544185714285715,33.06447142857143,6.001762500000001,33.85413333333333
2016-08-17 00:00:00+00:00,8.846979166666666,32.433120833333334,7.4631375,33.1123875,6.0159125,33.8552375
2016-08-18 00:00:00+00:00,8.747247826086957,32.4759347826087,7.3777,33.161474999999996,6.0146999999999995,33.85708260869565
2016-08-19 00:00:00+00:00,8.652663636363634,32.50885,7.312100000000001,33.20288888888889,5.959965217391304,33.86820869565217
2016-08-20 00:00:00+00:00,8.702140909090907,32.4819,7.33677,33.19121,5.911181818181819,33.87093181818182
2016-08-21 00:00:00+00:00,8.764073913043479,32.454091304347834,7.346872727272728,33.19352727272728,5.878841666666666,33.874900000000004
2016-08-22 00:00:00+00:00,8.787883333333333,32.440825,7.408645454545455,33.166245454545454,5.830675,33.88559583333333
